Time id,Material id,Forecasted
37.0,108.0,27.517271041870117
38.0,108.0,25.034412384033203
39.0,108.0,23.924720764160156
40.0,108.0,23.43184471130371
41.0,108.0,23.213552474975586
42.0,108.0,23.117000579833984
43.0,108.0,23.074316024780273
44.0,108.0,23.055450439453125
37.0,719.0,27.248374938964844
38.0,719.0,29.522735595703125
39.0,719.0,30.374998092651367
40.0,719.0,30.69745635986328
41.0,719.0,30.819883346557617
42.0,719.0,30.86642837524414
43.0,719.0,30.884130477905273
44.0,719.0,30.890865325927734
37.0,797.0,5.31836462020874
38.0,797.0,4.579757213592529
39.0,797.0,4.261153697967529
40.0,797.0,4.124938011169434
41.0,797.0,4.066934585571289
42.0,797.0,4.042278289794922
43.0,797.0,4.031805038452148
44.0,797.0,4.027357578277588
37.0,884.0,32.00236511230469
38.0,884.0,29.655229568481445
39.0,884.0,28.752151489257812
40.0,884.0,28.407249450683594
41.0,884.0,28.275909423828125
42.0,884.0,28.225955963134766
43.0,884.0,28.20696258544922
44.0,884.0,28.199745178222656
37.0,1663.0,24.292200088500977
38.0,1663.0,21.485719680786133
39.0,1663.0,20.333871841430664
40.0,1663.0,19.8652400970459
41.0,1663.0,19.675283432006836
42.0,1663.0,19.59840202331543
43.0,1663.0,19.567304611206055
44.0,1663.0,19.554731369018555
37.0,1664.0,25.016082763671875
38.0,1664.0,21.326021194458008
39.0,1664.0,19.85031509399414
40.0,1664.0,19.26744270324707
41.0,1664.0,19.038414001464844
42.0,1664.0,18.948612213134766
43.0,1664.0,18.913427352905273
44.0,1664.0,18.89965057373047
37.0,1692.0,5.438508033752441
38.0,1692.0,4.762105464935303
39.0,1692.0,4.475462913513184
40.0,1692.0,4.355308532714844
41.0,1692.0,4.305188179016113
42.0,1692.0,4.284325122833252
43.0,1692.0,4.27564811706543
44.0,1692.0,4.272040843963623
37.0,1715.0,15.422500610351562
38.0,1715.0,15.997486114501953
39.0,1715.0,16.232746124267578
40.0,1715.0,16.329465866088867
41.0,1715.0,16.369306564331055
42.0,1715.0,16.385730743408203
43.0,1715.0,16.392505645751953
44.0,1715.0,16.39529800415039
37.0,1716.0,15.447237968444824
38.0,1716.0,15.973384857177734
39.0,1716.0,16.166698455810547
40.0,1716.0,16.237987518310547
41.0,1716.0,16.264314651489258
42.0,1716.0,16.27404022216797
43.0,1716.0,16.27763557434082
44.0,1716.0,16.27896499633789
37.0,1732.0,4.047043800354004
38.0,1732.0,3.633732318878174
39.0,1732.0,3.4565370082855225
40.0,1732.0,3.3809702396392822
41.0,1732.0,3.3488190174102783
42.0,1732.0,3.3351528644561768
43.0,1732.0,3.3293466567993164
44.0,1732.0,3.3268795013427734
37.0,2600.0,3.457777976989746
38.0,2600.0,2.751380205154419
39.0,2600.0,2.4395246505737305
40.0,2600.0,2.3044586181640625
41.0,2600.0,2.24647855758667
42.0,2600.0,2.2216873168945312
43.0,2600.0,2.2111051082611084
44.0,2600.0,2.2065916061401367
37.0,2865.0,50.46620178222656
38.0,2865.0,52.10884475708008
39.0,2865.0,52.7194938659668
40.0,2865.0,52.9473762512207
41.0,2865.0,53.03253173828125
42.0,2865.0,53.06437683105469
43.0,2865.0,53.0762825012207
44.0,2865.0,53.08073425292969
37.0,2866.0,50.70534133911133
38.0,2866.0,52.67306900024414
39.0,2866.0,53.506492614746094
40.0,2866.0,53.86130142211914
41.0,2866.0,54.01268005371094
42.0,2866.0,54.077327728271484
43.0,2866.0,54.104942321777344
44.0,2866.0,54.11674499511719
37.0,3282.0,110.98296356201172
38.0,3282.0,106.31085968017578
39.0,3282.0,104.51448059082031
40.0,3282.0,103.826904296875
41.0,3282.0,103.56419372558594
42.0,3282.0,103.46387481689453
43.0,3282.0,103.42558288574219
44.0,3282.0,103.41097259521484
37.0,5180.0,56.38209533691406
38.0,5180.0,56.91067123413086
39.0,5180.0,57.114017486572266
40.0,5180.0,57.192420959472656
41.0,5180.0,57.22267532348633
42.0,5180.0,57.23435974121094
43.0,5180.0,57.23887252807617
44.0,5180.0,57.2406120300293
37.0,5913.0,26.288673400878906
38.0,5913.0,31.703516006469727
39.0,5913.0,33.9794921875
40.0,5913.0,34.94735336303711
41.0,5913.0,35.360877990722656
42.0,5913.0,35.53791046142578
43.0,5913.0,35.61376190185547
44.0,5913.0,35.646278381347656
37.0,6323.0,8.30908489227295
38.0,6323.0,8.419952392578125
39.0,6323.0,8.459850311279297
40.0,6323.0,8.474224090576172
41.0,6323.0,8.479405403137207
42.0,6323.0,8.48127269744873
43.0,6323.0,8.48194694519043
44.0,6323.0,8.48218822479248
37.0,6543.0,53.583003997802734
38.0,6543.0,51.552791595458984
39.0,6543.0,50.62438201904297
40.0,6543.0,50.20087432861328
41.0,6543.0,50.007896423339844
42.0,6543.0,49.920021057128906
43.0,6543.0,49.880008697509766
44.0,6543.0,49.86178207397461
37.0,7906.0,6.367507457733154
38.0,7906.0,7.880035400390625
39.0,7906.0,8.576437950134277
40.0,7906.0,8.900402069091797
41.0,7906.0,9.051799774169922
42.0,7906.0,9.122701644897461
43.0,7906.0,9.155936241149902
44.0,7906.0,9.17152214050293
37.0,7939.0,5.104198455810547
38.0,7939.0,4.3043036460876465
39.0,7939.0,3.9737191200256348
40.0,7939.0,3.838469982147217
41.0,7939.0,3.783381462097168
42.0,7939.0,3.760984420776367
43.0,7939.0,3.751885414123535
44.0,7939.0,3.748190402984619
37.0,8594.0,23.862306594848633
38.0,8594.0,23.806249618530273
39.0,8594.0,23.78343391418457
40.0,8594.0,23.77414321899414
41.0,8594.0,23.770366668701172
42.0,8594.0,23.768827438354492
43.0,8594.0,23.768199920654297
44.0,8594.0,23.7679443359375
37.0,9207.0,220.57899475097656
38.0,9207.0,225.5061492919922
39.0,9207.0,227.44374084472656
40.0,9207.0,228.20681762695312
41.0,9207.0,228.5075225830078
42.0,9207.0,228.6260528564453
43.0,9207.0,228.6727752685547
44.0,9207.0,228.69114685058594
37.0,13739.0,4.562060356140137
38.0,13739.0,5.857710361480713
39.0,13739.0,6.34107780456543
40.0,13739.0,6.5229082107543945
41.0,13739.0,6.591512203216553
42.0,13739.0,6.617424964904785
43.0,13739.0,6.6272172927856445
44.0,13739.0,6.630917072296143
37.0,14447.0,10.405579566955566
38.0,14447.0,10.163741111755371
39.0,14447.0,10.065738677978516
40.0,14447.0,10.02608871459961
41.0,14447.0,10.01005744934082
42.0,14447.0,10.00357723236084
43.0,14447.0,10.000957489013672
44.0,14447.0,9.999899864196777
37.0,14448.0,10.372779846191406
38.0,14448.0,10.114969253540039
39.0,14448.0,10.0093412399292
40.0,14448.0,9.966117858886719
41.0,14448.0,9.948440551757812
42.0,14448.0,9.941213607788086
43.0,14448.0,9.938258171081543
44.0,14448.0,9.937050819396973
